date,time,temperature ℃,humidity %RH
2025.07.31,4:00,1.2,--
2025.07.31,5:00,0.7,--
2025.07.31,6:00,0.5,--
2025.07.31,7:00,1.2,--
2025.07.31,8:00,12.9,--
2025.07.31,9:00,21.9,--
2025.07.31,10:00,31.1,--
2025.07.31,11:00,31.1,--
2025.07.31,12:00,35.6,--
2025.07.31,13:00,43.6,--
2025.07.31,14:00,45.5,--
2025.07.31,15:00,41.9,--
2025.07.31,16:00,36.8,--
2025.07.31,17:00,27.9,--
2025.07.31,18:00,14.3,--
2025.07.31,19:00,11.3,--
2025.07.31,20:00,9.0,--
2025.07.31,21:00,8.6,--
2025.07.31,22:00,7.4,--
2025.07.31,23:00,6.6,--
2025.08.01,0:00,6.0,--
2025.08.01,1:00,5.9,--
2025.08.01,2:00,5.4,--
2025.08.01,3:00,5.2,--
2025.08.01,4:00,5.6,--
2025.08.01,5:00,4.9,--
2025.08.01,6:00,3.8,--
2025.08.01,7:00,6.4,--
2025.08.01,8:00,15.4,--
2025.08.01,9:00,24.8,--
2025.08.01,10:00,35.3,--
2025.08.01,11:00,33.8,--
2025.08.01,12:00,41.6,--
2025.08.01,13:00,46.7,--
2025.08.01,14:00,50.6,--
2025.08.01,15:00,44.7,--
2025.08.01,16:00,43.3,--
2025.08.01,17:00,29.3,--
2025.08.01,18:00,14.9,--
2025.08.01,19:00,11.9,--
2025.08.01,20:00,9.9,--
2025.08.01,21:00,9.3,--
2025.08.01,22:00,9.1,--
2025.08.01,23:00,7.1,--
2025.08.02,0:00,6.5,--
2025.08.02,1:00,4.9,--
2025.08.02,2:00,6.0,--
2025.08.02,3:00,5.0,--
2025.08.02,4:00,4.3,--
2025.08.02,5:00,4.0,--
2025.08.02,6:00,4.7,--
2025.08.02,7:00,5.6,--
2025.08.02,8:00,13.2,--
2025.08.02,9:00,22.2,--
2025.08.02,10:00,30.1,--
2025.08.02,11:00,32.4,--
2025.08.02,12:00,38.3,--
2025.08.02,13:00,40.8,--
2025.08.02,14:00,43.3,--
2025.08.02,15:00,40.9,--
2025.08.02,16:00,35.7,--
2025.08.02,17:00,24.8,--
2025.08.02,18:00,13.8,--
2025.08.02,19:00,10.4,--
2025.08.02,20:00,9.4,--
2025.08.02,21:00,8.1,--
2025.08.02,22:00,7.8,--
2025.08.02,23:00,7.0,--
2025.08.03,0:00,6.2,--
2025.08.03,1:00,5.4,--
2025.08.03,2:00,5.8,--
2025.08.03,3:00,5.0,--
2025.08.03,4:00,4.4,--
2025.08.03,5:00,3.9,--
2025.08.03,6:00,3.1,--
2025.08.03,7:00,3.9,--
2025.08.03,8:00,14.8,--
2025.08.03,9:00,24.1,--
2025.08.03,10:00,32.1,--
2025.08.03,11:00,32.7,--
2025.08.03,12:00,38.6,--
2025.08.03,13:00,45.3,--
2025.08.03,14:00,46.8,--
2025.08.03,15:00,45.0,--
2025.08.03,16:00,38.4,--
2025.08.03,17:00,30.3,--
2025.08.03,18:00,16.0,--
2025.08.03,19:00,11.8,--
2025.08.03,20:00,9.6,--
2025.08.03,21:00,9.1,--
2025.08.03,22:00,8.6,--
2025.08.03,23:00,7.0,--
2025.08.04,0:00,6.3,--
2025.08.04,1:00,5.8,--
2025.08.04,2:00,4.9,--
2025.08.04,3:00,4.4,--
2025.08.04,4:00,4.1,--
2025.08.04,5:00,3.5,--
2025.08.04,6:00,3.1,--
2025.08.04,7:00,4.6,--
2025.08.04,8:00,15.6,--
2025.08.04,9:00,24.8,--
2025.08.04,10:00,32.4,--
2025.08.04,11:00,33.7,--
2025.08.04,12:00,39.2,--
2025.08.04,13:00,44.9,--
2025.08.04,14:00,47.3,--
2025.08.04,15:00,43.6,--
2025.08.04,16:00,39.7,--
2025.08.04,17:00,31.8,--
2025.08.04,18:00,14.7,--
2025.08.04,19:00,11.5,--
2025.08.04,20:00,9.5,--
2025.08.04,21:00,8.3,--
2025.08.04,22:00,7.9,--
2025.08.04,23:00,7.0,--
2025.08.05,0:00,6.3,--
2025.08.05,1:00,5.8,--
2025.08.05,2:00,5.4,--
2025.08.05,3:00,5.2,--
2025.08.05,4:00,4.8,--
2025.08.05,5:00,4.5,--
2025.08.05,6:00,4.1,--
2025.08.05,7:00,5.5,--
2025.08.05,8:00,17.7,--
2025.08.05,9:00,26.3,--
2025.08.05,10:00,33.3,--
2025.08.05,11:00,36.4,--
2025.08.05,12:00,40.9,--
2025.08.05,13:00,44.9,--
2025.08.05,14:00,46.9,--
2025.08.05,15:00,44.2,--
2025.08.05,16:00,39.9,--
2025.08.05,17:00,32.3,--
2025.08.05,18:00,15.7,--
2025.08.05,19:00,11.8,--
2025.08.05,20:00,10.2,--
2025.08.05,21:00,10.3,--
2025.08.05,22:00,9.3,--
2025.08.05,23:00,10.1,--
2025.08.06,0:00,9.0,--
2025.08.06,1:00,9.0,--
2025.08.06,2:00,8.4,--
2025.08.06,3:00,8.3,--
2025.08.06,4:00,7.9,--
2025.08.06,5:00,7.5,--
2025.08.06,6:00,7.5,--
2025.08.06,7:00,9.6,--
2025.08.06,8:00,18.6,--
2025.08.06,9:00,27.4,--
2025.08.06,10:00,32.9,--
2025.08.06,11:00,36.5,--
2025.08.06,12:00,41.0,--
2025.08.06,13:00,44.8,--
2025.08.06,14:00,41.8,--
2025.08.06,15:00,37.5,--
2025.08.06,16:00,25.3,--
2025.08.06,17:00,23.8,--
2025.08.06,18:00,17.8,--
2025.08.06,19:00,15.3,--
2025.08.06,20:00,12.2,--
2025.08.06,21:00,10.9,--
2025.08.06,22:00,11.2,--
2025.08.06,23:00,10.9,--
2025.08.07,0:00,10.7,--
2025.08.07,1:00,10.1,--
2025.08.07,2:00,9.4,--
2025.08.07,3:00,9.7,--
2025.08.07,4:00,9.7,--
2025.08.07,5:00,9.6,--
2025.08.07,6:00,9.1,--
2025.08.07,7:00,9.5,--
2025.08.07,8:00,10.5,--
2025.08.07,9:00,11.4,--
2025.08.07,10:00,15.1,--
2025.08.07,11:00,17.6,--
